100	162
AndyGriffith	2	AngelinaJolie	2
AdrianAnnus	1	AlysonHannigan	1
AndyDick	1	AbdullahGul	2
AlbertoRuizGallardon	2	AlbertoFujimori	1
AlexaVega	2	AmramMitzna	2
AliKhamenei	2	AaronGuiel	2
AlexanderDowner	2	AdamAnt	1
AhmedAhmed	2	AdamScott	2
AlexCejka	1	AndrewLuster	2
AndrewBernard	2	AlessandroNesta	1
AmyRedford	2	AbbasKiarostami	3
AbdulazizKamilov	3	AhmedChalabi	1
AlbertoAcosta	2	AaronEckhart	2
AliFallahian	2	AbrahamFoxman	2
AleksanderKwasniewski	3	AbdullahAhmadBadawi	3
AlannaUbach	2	AbdelAzizAl-Hakim	3
AngelinaJolie	1	AndyRoddick	3
AaronGuiel	2	AndersEbbeson	1
AllySheedy	2	AlexFerguson	1
AlexSink	1	AkbarHashemiRafsanjani	1
AdrianFernandez	1	AndrewBernard	1
AlfonsoPortillo	1	Abdullah	2
AlecosMarkides	1	AmandaMarsh	1
AdelAl-Jubeir	3	AlimzhanTokhtakhounov	3
AlfredoMoreno	2	AndreasVinciguerra	1
AkmalTaher	1	AlejandroToledo	1
AkikoMorigami	2	AndyLau	2
AbelPacheco	1	AlexaVega	3
AnjumHussain	2	AlanBall	3
AlainDucasse	2	AdrianFernandez	2
AlisonLohman	1	AndreaYates	2
AliMohammedMaher	2	AhmedQureia	3
AllisonJanney	2	AmeliaVega	1
AllysonFelix	3	AdrianaLima	1
AdrienBrody	2	AlexFerguson	3
AbbasKiarostami	2	AlastairCampbell	2
AlejandroToledo	3	AlexanderLukashenko	1
AngelaMerkel	2	AndyBenes	2
AndrewLuster	3	AkmalTaher	2
AbdoulayeWade	3	AlLeiter	2
AdamAnt	2	AdoorGopalakarishnan	2
AkbarHashemiRafsanjani	3	AaronGuiel	2
AliciaKeys	1	AbdulMajeedShobokshi	2
AlDavis	3	AndyGriffith	2
AishwaryaRai	3	AndrewWetzler	1
AmyBrenneman	1	AmrMoussa	2
AndreaBocelli	1	AmandaPlumer	2
AliciaSilverstone	1	AlexFerguson	1
AndrewWetzler	2	AlvaroSilvaCalderon	4
AnitaDeFrantz	1	AlisonLohman	1
AngelaBassett	3	AliciaWitt	1
AmandaPlumer	1	AlexanderPayne	2
AmandaBeard	3	AlexCabrera	3
AlexPenelas	1	AlejandroGonzalezInarritu	2
AlessandraCerna	1	AlbertBrooks	2
AlbertoGonzales	1	AhmedChalabi	2
AdrianaPerezNavarro	2	AlisonLohman	2
AhmedQureia	2	AbdullatifSener	1
AlanDershowitz	1	AllysonFelix	2
AliciaWitt	2	AlexCejka	2
AndreAgassi	1	AlysonHannigan	2
AndrewFirestone	2	AJCook	1
AlexKing	2	AliciaSilverstone	4
AndyLau	1	AndersEbbeson	2
AaronTippin	3	AndyWarhol	1
AbdulMajeedShobokshi	1	AndyWarhol	1
AlbertBrooks	2	AlexanderLukashenko	1
AlPacino	2	AlbertoGonzales	1
AngelLockward	2	AdamSandler	3
AlexZanardi	1	AkikoMorigami	3
AliAbbas	4	AdamScott	2
AlexandraPelosi	3	AaronEckhart	3
AlvaroSilvaCalderon	1	AaronTippin	2
AngelaMascia-Frye	2	AmelieMauresmo	1
AlexCabrera	3	AndreaYates	2
Abdullah	3	AndyBenes	1
AdrianNastase	2	AaronSorkin	1
AlexisDennisoff	1	AngelaMerkel	2
AndyWarhol	2	AmberFrey	1
AlastairCampbell	2	AlessandroNesta	3
AndrewFastow	1	AlexandreDaigle	2
AlysonHannigan	2	AbdulazizKamilov	2
AdoorGopalakarishnan	2	AlfredodiStefano	1
AgbaniDarego	1	AngelaMascia-Frye	2
AkbarAlBaker	3	AliFallahian	1
AmramMitzna	1	AlGore	1
AaronEckhart	3	AngeloReyes	1
AdamSandler	3	AbdelAzizAl-Hakim	1
AngieArzola	2	AndyBenes	1
AidanQuinn	1	AliciaSilverstone	3
AndresDAlessandro	2	AdrianAnnus	2
AhmadMasood	2	AngelinaJolie	2
AlecBaldwin	1	AlexPenelas	1
AlvaroUribe	4	AndreaDeCruz	1
AhmetNecdetSezer	2	AidanQuinn	3
AlyWagner	2	AlbertoRuizGallardon	3
AkhmedZakayev	3	AliAbbas	2
AaronSorkin	1	AndresPastrana	3
AlfredodiStefano	3	AndersEbbeson	2
AndyBenes	1	AndersEbbeson	1
AldoParedes	2	AlDavis	3
AlbertoFujimori	2	AndyWarhol	1
AbbaEban	3	AdoorGopalakarishnan	2
AlanBall	3	AaronEckhart	3
AbdullahGul	2	AlfonsoCuaron	1
AdriannaZuzic	1	AlbertoAcosta	2
AlimzhanTokhtakhounov	3	AlejandroGonzalezInarritu	1
AlejandroGonzalezInarritu	1	AdamAnt	2
AlGore	2	AndreaDeCruz	2
AlSharpton	2	AndyRooney	1
AbrahamFoxman	3	AngieArzola	2
AmandaMarsh	2	AlfredodiStefano	3
AngelaLansbury	3	AaronGuiel	2
AmberTamblyn	1	AndyGarcia	2
AlanisMorissette	1	AbdulRahman	2
AlexFerguson	2	AndyGriffith	1
AlexisBledel	1	AndyBenes	1
AdrianaLima	2	AlexandreDespatie	1
AlmaPowell	3	AngelinaJolie	2
AbdulRahman	2	AndrewWetzler	2
AlexandreHerchcovitch	3	AlysonHannigan	2
AbidHamidMahmudAl-Tikriti	3	AaronTippin	1
AndersEbbeson	1	AmySmart	1
AlexandreDaigle	2	AlfredoMoreno	1
AndrewCuomo	2	AJCook	1
AndreaYates	1	AngelaMascia-Frye	2
AlekWek	2	AaronGuiel	1
AmySmart	1	AbidHamidMahmudAl-Tikriti	1
AlLeiter	1	AkbarHashemiRafsanjani	3
AbdullatifSener	3	AlexPenelas	3
AhmedChalabi	1	AngeloReyes	3
AndreasVinciguerra	2	AishwaryaRai	3
AlexanderLukashenko	2	AlexKing	2
AndresManuelLopezObrador	3	AllysonFelix	1
AmyYasbeck	4	AndyLau	1
AngeloReyes	1	AbdullahAhmadBadawi	2
AmelieMauresmo	1	AndyDick	2
AgnesBruckner	4	AnibalIbarra	3
AndreaDeCruz	1	AkbarAlBaker	3
AndyRoddick	1	AbdulRahman	3
AngieMartinez	1	AngelLockward	1
AmrMoussa	1	AlbertoAcosta	2
AlexanderPayne	2	AlysonHannigan	1
AlexandreDespatie	1	AkikoMorigami	1
AlexHolmes	1	AkbarAlBaker	2
AmandaBynes	1	AngieMartinez	1
AmeliaVega	4	AkbarHashemiRafsanjani	1
AlessandroNesta	2	AnitaDeFrantz	2
AbdullahAhmadBadawi	3	AlexanderDowner	3
AndreBucher	1	3
AlfonsoCuaron	1	1
AbdelAzizAl-Hakim	3	3
AlfredSant	2	3
AnibalIbarra	3	3
AndresPastrana	3	2
AJCook	1	2
AlvaroNoboa	3	2
AndyGarcia	1	2
AndyRooney	2	1
AdisaiBodharamik	2	1
AmberFrey	2	3
AdamScott	3	2
AndyGriffith	2	1
AdrianAnnus	3	3
AndyDick	1	2
AlbertoRuizGallardon	3	2
AlexaVega	3	1
AliKhamenei	2	1
AlexanderDowner	2	3
AhmedAhmed	1	3
AlexCejka	1	2
AndrewBernard	4	3
AmyRedford	1	2
AbdulazizKamilov	3	2
AlbertoAcosta	3	3
AliFallahian	2	2
AleksanderKwasniewski	3	1
AlannaUbach	2	1
AngelinaJolie	1	1
AaronGuiel	2	2
AllySheedy	2	2
AlexSink	3	3
AdrianFernandez	2	1
AlfonsoPortillo	2	2
AlecosMarkides	2	3
AdelAl-Jubeir	2	3
AlfredoMoreno	3	1
AkmalTaher	1	2
AkikoMorigami	1	1
AbelPacheco	3	3
AnjumHussain	1	2
AlainDucasse	2	3
AlisonLohman	2	1
AliMohammedMaher	1	2
AllisonJanney	2	2
AllysonFelix	3	1
AdrienBrody	2	1
AbbasKiarostami	1	3
AlejandroToledo	1	1
AngelaMerkel	1	2
AndrewLuster	1	1
AbdoulayeWade	2	3
AdamAnt	2	3
AkbarHashemiRafsanjani	4	3
AliciaKeys	2	1
AlDavis	1	1
AishwaryaRai	3	3
AmyBrenneman	3	1
AndreaBocelli	2	3
AliciaSilverstone	1	2
AndrewWetzler	1	1
AnitaDeFrantz	2	2
AngelaBassett	3	3
AmandaPlumer	1	2
AmandaBeard	1	2
AlexPenelas	1	3
AlessandraCerna	2	2
AlbertoGonzales	1	2
AdrianaPerezNavarro	1	2
AhmedQureia	1	1
AlanDershowitz	3	2
AliciaWitt	1	1
AndreAgassi	2	1
AndrewFirestone	1	2
AlexKing	1	1
AndyLau	3	1
AaronTippin	1	2
AbdulMajeedShobokshi	3	1
AlbertBrooks	3	3
AlPacino	2	2
AngelLockward	1	1
AlexZanardi	2	2
AliAbbas	4	2
AlexandraPelosi	1	1
AlvaroSilvaCalderon	4	1
AngelaMascia-Frye	2	1
AlexCabrera	2	2
Abdullah	3	1
AdrianNastase	3	2
AlexisDennisoff	2	3
AndyWarhol	1	1
AlastairCampbell	3	2
AndrewFastow	2	1
AlysonHannigan	1	2
AdoorGopalakarishnan	1	2
AgbaniDarego	3	1
AkbarAlBaker	1	1
AmramMitzna	3	3
AaronEckhart	2	4
AdamSandler	1	2
AngieArzola	1	2
AidanQuinn	3	1
AndresDAlessandro	1	1
AhmadMasood	2	3
AlecBaldwin	3	2
AlvaroUribe	2	3
AhmetNecdetSezer	2	2
AlyWagner	1	2
AkhmedZakayev	3	3
AaronSorkin	3	3
AlfredodiStefano	3	3
AndyBenes	1	1
AldoParedes	2	2
AlbertoFujimori	2	1
AbbaEban	3	1
AlanBall	2	3
AbdullahGul	1	1
AdriannaZuzic	2	1
AlimzhanTokhtakhounov	2	3
AlejandroGonzalezInarritu	2	1
AlGore	1	2
AlSharpton	2	1
AbrahamFoxman	1	2
AmandaMarsh	2	2
AngelaLansbury	2	1
AmberTamblyn	2	2
AlanisMorissette	3	2
AlexFerguson	1	3
AlexisBledel	2	4
AdrianaLima	3	1
AlmaPowell	2	3
AbdulRahman	2	1
AlexandreHerchcovitch	1	3
AbidHamidMahmudAl-Tikriti	1	1
AndersEbbeson	2	1
AlexandreDaigle	2	2
AndrewCuomo	2	1
AndreaYates	2	2
AlekWek	1	1
AmySmart	3	2
AlLeiter	2	2
AbdullatifSener	2	2
AhmedChalabi	2	2
AndreasVinciguerra	2	2
AlexanderLukashenko	1	2
AndresManuelLopezObrador	1	2
AmyYasbeck	4	1
AngeloReyes	3	2
AmelieMauresmo	1	2
AgnesBruckner	4	2
AndreaDeCruz	1	2
AndyRoddick	2	1
AngieMartinez	3	3
AmrMoussa	3	3
AlexanderPayne	1	2
AlexandreDespatie	2	2
AlexHolmes	2	1
AmandaBynes	1	2
AmeliaVega	1	1
AlessandroNesta	1	2
AbdullahAhmadBadawi	1	3
AndreBucher	3	AngelaBassett	1
AlfonsoCuaron	1	AmyBrenneman	3
AbdelAzizAl-Hakim	1	AndrewCuomo	1
AlfredSant	2	AlbertoAcosta	1
AnibalIbarra	3	AngieMartinez	2
AndresPastrana	1	AlexHolmes	1
AJCook	3	AlvaroUribe	3
AlvaroNoboa	2	AbdullahAhmadBadawi	3
AndyGarcia	1	AmandaBeard	3
AndyRooney	3	AlmaPowell	2
AdisaiBodharamik	2	AlvaroNoboa	3
AmberFrey	1	AliMohammedMaher	2
AdamScott	3	AlfredSant	2
AndyGriffith	2	AlejandroToledo	3
AdrianAnnus	2	AhmedAhmed	1
AndyDick	2	AllisonJanney	3
AlbertoRuizGallardon	3	AlexKing	1
AlexaVega	2	AndyGarcia	2
AliKhamenei	2	AndyGarcia	2
AlexanderDowner	2	AliciaSilverstone	3
AhmedAhmed	3	AmyRedford	3
AlexCejka	3	AaronTippin	2
AndrewBernard	5	AlfonsoCuaron	1
AmyRedford	2	AbidHamidMahmudAl-Tikriti	3
AbdulazizKamilov	1	AdrianAnnus	2
AlbertoAcosta	3	AlmaPowell	1
AliFallahian	1	AnjumHussain	1
AleksanderKwasniewski	1	AndrewWetzler	2
AlannaUbach	2	Abdullah	2
AngelinaJolie	1	AlessandraCerna	2
AaronGuiel	2	AndreAgassi	2
AllySheedy	1	AmandaBeard	5
AlexSink	3	AlecosMarkides	1
AdrianFernandez	3	AlvaroSilvaCalderon	1
AlfonsoPortillo	2	AlecosMarkides	3
AlecosMarkides	3	AleksanderKwasniewski	2
AdelAl-Jubeir	2	AngeloReyes	3
AlfredoMoreno	1	AdriannaZuzic	1
AkmalTaher	2	AdrianNastase	2
AkikoMorigami	1	AlecBaldwin	1
AbelPacheco	1	AnibalIbarra	2
AnjumHussain	1	AngelaMascia-Frye	2
AlainDucasse	3	AliciaWitt	2
AlisonLohman	2	AbbaEban	3
AliMohammedMaher	2	AndyDick	1
AllisonJanney	2	AnitaDeFrantz	3
AllysonFelix	1	AdisaiBodharamik	1
AdrienBrody	1	AmramMitzna	2
AbbasKiarostami	3	AlvaroNoboa	3
AlejandroToledo	3	AllisonJanney	1
AngelaMerkel	2	AndyLau	1
AndrewLuster	1	AlejandroGonzalezInarritu	3
AbdoulayeWade	2	AlvaroSilvaCalderon	2
AdamAnt	1	AlfonsoCuaron	2
AkbarHashemiRafsanjani	4	AlexaVega	1
AliciaKeys	1	AmyYasbeck	4
AlDavis	1	AlfredSant	1
AishwaryaRai	1	AdrianNastase	2
AmyBrenneman	2	AhmedChalabi	1
AndreaBocelli	1	AngelinaJolie	2
AliciaSilverstone	2	AndrewFastow	1
AndrewWetzler	1	AmandaPlumer	1
AnitaDeFrantz	2	AdrianFernandez	1
AngelaBassett	2	AlecBaldwin	2
AmandaPlumer	2	AmyBrenneman	3
AmandaBeard	1	AmramMitzna	3
AlexPenelas	2	AhmedChalabi	2
AlessandraCerna	1	AlmaPowell	3
AlbertoGonzales	2	AlanDershowitz	1
AdrianaPerezNavarro	3	AlfredSant	2
AhmedQureia	1	AndersEbbeson	1
AlanDershowitz	2	AbdullahAhmadBadawi	1
AliciaWitt	2	AhmedChalabi	2
AndreAgassi	2	AlexFerguson	3
AndrewFirestone	2	AbdoulayeWade	2
AlexKing	1	AleksanderKwasniewski	1
AndyLau	2	AlessandraCerna	1
AaronTippin	1	AlexCabrera	2
AbdulMajeedShobokshi	2	AlanBall	3
AlbertBrooks	3	AlysonHannigan	1
AlPacino	3	AndyRoddick	4
AngelLockward	3	AlvaroNoboa	3
AlexZanardi	1	AbdulazizKamilov	1
AliAbbas	1	AmeliaVega	4
AlexandraPelosi	2	AlessandraCerna	2
AlvaroSilvaCalderon	1	AlastairCampbell	3
AngelaMascia-Frye	1	AdrianaPerezNavarro	3
AlexCabrera	1	AndreaYates	1
Abdullah	1	AlexanderDowner	2
AdrianNastase	3	AlekWek	3
AlexisDennisoff	3	AndrewWetzler	1
AndyWarhol	1	AndreaYates	1
AlastairCampbell	3	AmandaPlumer	2
AndrewFastow	1	AngeloReyes	4
AlysonHannigan	2	AlbertoGonzales	3
AdoorGopalakarishnan	3	AlGore	1
AgbaniDarego	2	AJCook	3
AkbarAlBaker	3	AkikoMorigami	2
AmramMitzna	3	AlessandraCerna	2
AaronEckhart	4	AlexFerguson	2
AdamSandler	1	AdrianFernandez	3
AngieArzola	1	AlastairCampbell	3
AidanQuinn	3	AndyWarhol	2
AndresDAlessandro	1	AbdullahAhmadBadawi	1
AhmadMasood	2	AdrianFernandez	2
AlecBaldwin	2	AlSharpton	3
AlvaroUribe	2	AndresPastrana	1
AhmetNecdetSezer	2	AaronGuiel	2
AlyWagner	2	AmrMoussa	3
AkhmedZakayev	3	AlbertoAcosta	2
AaronSorkin	3	Abdullah	1
AlfredodiStefano	2	AlbertoFujimori	3
AndyBenes	2	AlbertoGonzales	2
AldoParedes	2	AndreaYates	2
AlbertoFujimori	3	AdamSandler	1
AbbaEban	1	AlexanderLukashenko	2
AlanBall	2	AlDavis	1
AbdullahGul	3	AmramMitzna	2
AdriannaZuzic	3	AlanDershowitz	3
AlimzhanTokhtakhounov	1	AdriannaZuzic	1
AlejandroGonzalezInarritu	1	AndreaYates	2
AlGore	2	AlmaPowell	2
AlSharpton	3	AbidHamidMahmudAl-Tikriti	2
AbrahamFoxman	3	AndreasVinciguerra	2
AmandaMarsh	3	AlannaUbach	2
AngelaLansbury	2	AndresDAlessandro	1
AmberTamblyn	1	AliFallahian	2
AlanisMorissette	1	AlDavis	2
AlexFerguson	1	AishwaryaRai	2
AlexisBledel	2	AmelieMauresmo	2
AdrianaLima	2	AlexandraPelosi	3
AlmaPowell	1	AlejandroGonzalezInarritu	1
AbdulRahman	3	AlLeiter	2
AlexandreHerchcovitch	2	AbdulazizKamilov	3
AbidHamidMahmudAl-Tikriti	1	AliKhamenei	2
AndersEbbeson	2	AngelLockward	3
AlexandreDaigle	1	AngelaLansbury	2
AndrewCuomo	2	AllisonJanney	2
AndreaYates	2	AdoorGopalakarishnan	1
AlekWek	1	AndreasVinciguerra	1
AmySmart	3	AmandaPlumer	2
AlLeiter	2	AndreasVinciguerra	2
AbdullatifSener	1	AbdoulayeWade	1
AhmedChalabi	2	AJCook	1
AndreasVinciguerra	2	AkhmedZakayev	1
AlexanderLukashenko	2	AlexSink	1
AndresManuelLopezObrador	1	AngelinaJolie	2
AmyYasbeck	1	AdelAl-Jubeir	2
AngeloReyes	2	AlexCejka	3
AmelieMauresmo	2	AndyRoddick	4
AgnesBruckner	3	AdrianaPerezNavarro	3
AndreaDeCruz	2	AngeloReyes	4
AndyRoddick	3	AmeliaVega	3
AngieMartinez	1	AndyDick	2
AmrMoussa	2	AlanBall	3
AlexanderPayne	1	AlexKing	1
AlexandreDespatie	1	AmeliaVega	2
AlexHolmes	1	AkbarAlBaker	1
AmandaBynes	2	AndresManuelLopezObrador	3
AmeliaVega	1	AbdullahAhmadBadawi	2
AlessandroNesta	3	AngelaLansbury	2
AbdullahAhmadBadawi	2	AndrewWetzler	2
AndreBucher	1	3
AlfonsoCuaron	3	3
AbdelAzizAl-Hakim	1	2
AlfredSant	1	2
AnibalIbarra	1	2
AndresPastrana	2	3
AJCook	1	2
AlvaroNoboa	1	1
AndyGarcia	1	1
AndyRooney	1	1
AdisaiBodharamik	1	2
AmberFrey	2	2
AdamScott	3	3
AndyGriffith	2	2
AdrianAnnus	2	3
AndyDick	1	1
AlbertoRuizGallardon	3	3
AlexaVega	3	3
AliKhamenei	2	1
AlexanderDowner	2	3
AhmedAhmed	2	2
AlexCejka	1	3
AndrewBernard	1	5
AmyRedford	2	1
AbdulazizKamilov	3	2
AlbertoAcosta	1	3
AliFallahian	1	2
AleksanderKwasniewski	1	1
AlannaUbach	1	1
AngelinaJolie	1	2
AaronGuiel	2	1
AllySheedy	1	2
AlexSink	2	3
AdrianFernandez	1	3
AlfonsoPortillo	1	2
AlecosMarkides	3	3
AdelAl-Jubeir	3	1
AlfredoMoreno	2	1
AkmalTaher	2	1
AkikoMorigami	2	3
AbelPacheco	2	2
AnjumHussain	1	2
AlainDucasse	1	1
AlisonLohman	2	3
AliMohammedMaher	3	3
AllisonJanney	2	1
AllysonFelix	1	3
AdrienBrody	1	1
AbbasKiarostami	3	2
AlejandroToledo	3	3
AngelaMerkel	2	1
AndrewLuster	2	2
AbdoulayeWade	2	2
AdamAnt	2	1
AkbarHashemiRafsanjani	2	4
AliciaKeys	2	1
AlDavis	3	3
AishwaryaRai	3	2
AmyBrenneman	1	3
AndreaBocelli	2	2
AliciaSilverstone	3	1
AndrewWetzler	2	1
AnitaDeFrantz	3	3
AngelaBassett	2	3
AmandaPlumer	1	2
AmandaBeard	4	1
AlexPenelas	3	1
AlessandraCerna	2	2
AlbertoGonzales	2	3
AdrianaPerezNavarro	2	2
AhmedQureia	2	3
AlanDershowitz	2	3
AliciaWitt	1	2
AndreAgassi	2	2
AndrewFirestone	1	2
AlexKing	1	1
AndyLau	1	2
AaronTippin	1	3
AbdulMajeedShobokshi	1	3
AlbertBrooks	3	2
AlPacino	2	2
AngelLockward	3	1
AlexZanardi	2	2
AliAbbas	2	3
AlexandraPelosi	3	2
AlvaroSilvaCalderon	2	2
AngelaMascia-Frye	2	2
AlexCabrera	1	1
Abdullah	3	2
AdrianNastase	3	3
AlexisDennisoff	4	3
AndyWarhol	1	2
AlastairCampbell	3	2
AndrewFastow	1	2
AlysonHannigan	1	2
AdoorGopalakarishnan	2	2
AgbaniDarego	1	2
AkbarAlBaker	2	3
AmramMitzna	3	2
AaronEckhart	3	3
AdamSandler	3	3
AngieArzola	1	2
AidanQuinn	2	1
AndresDAlessandro	2	1
AhmadMasood	2	1
AlecBaldwin	3	1
AlvaroUribe	2	3
AhmetNecdetSezer	3	1
AlyWagner	3	1
AkhmedZakayev	3	2
AaronSorkin	1	3
AlfredodiStefano	2	1
AndyBenes	1	1
AldoParedes	2	1
AlbertoFujimori	2	1
AbbaEban	3	3
AlanBall	3	2
AbdullahGul	2	2
AdriannaZuzic	1	1
AlimzhanTokhtakhounov	3	2
AlejandroGonzalezInarritu	3	1
AlGore	1	2
AlSharpton	1	3
AbrahamFoxman	1	1
AmandaMarsh	3	3
AngelaLansbury	1	2
AmberTamblyn	2	2
AlanisMorissette	3	1
AlexFerguson	1	1
AlexisBledel	2	4
AdrianaLima	2	3
AlmaPowell	2	1
AbdulRahman	1	2
AlexandreHerchcovitch	3	2
AbidHamidMahmudAl-Tikriti	3	2
AndersEbbeson	2	1
AlexandreDaigle	2	1
AndrewCuomo	1	1
AndreaYates	2	1
AlekWek	2	1
AmySmart	3	3
AlLeiter	1	1
AbdullatifSener	3	2
AhmedChalabi	1	1
AndreasVinciguerra	1	2
AlexanderLukashenko	1	1
AndresManuelLopezObrador	1	2
AmyYasbeck	1	4
AngeloReyes	2	3
AmelieMauresmo	1	1
AgnesBruckner	1	3
AndreaDeCruz	1	2
AndyRoddick	1	1
AngieMartinez	3	1
AmrMoussa	3	1
AlexanderPayne	1	3
AlexandreDespatie	2	1
AlexHolmes	1	3
AmandaBynes	2	1
AmeliaVega	2	2
AlessandroNesta	1	1
AbdullahAhmadBadawi	1	3
AndreBucher	3	AmySmart	3
AlfonsoCuaron	1	AmrMoussa	3
AbdelAzizAl-Hakim	1	AllisonJanney	3
AlfredSant	2	AlbertoGonzales	2
AnibalIbarra	3	AbbaEban	1
AndresPastrana	1	AndrewBernard	1
AJCook	3	AdrianAnnus	1
AlvaroNoboa	2	AllysonFelix	2
AndyGarcia	2	AndresManuelLopezObrador	2
AndyRooney	3	AmandaMarsh	1
AdisaiBodharamik	3	AdamAnt	1
AmberFrey	2	AkmalTaher	2
AdamScott	2	AbdullahAhmadBadawi	2
AndyGriffith	2	AlSharpton	2
AdrianAnnus	1	AlanDershowitz	2
AndyDick	2	AlexFerguson	1
AlbertoRuizGallardon	3	AlGore	2
AlexaVega	1	AngieMartinez	3
AliKhamenei	2	AlexisBledel	3
AlexanderDowner	2	AndrewBernard	1
AhmedAhmed	3	AliciaKeys	2
AlexCejka	1	AnibalIbarra	3
AndrewBernard	1	AlexanderLukashenko	2
AmyRedford	3	AbdullahGul	2
AbdulazizKamilov	2	AmySmart	3
AlbertoAcosta	2	AbelPacheco	2
AliFallahian	1	AlfonsoCuaron	1
AleksanderKwasniewski	1	AlmaPowell	1
AlannaUbach	1	AaronTippin	3
AngelinaJolie	2	AbelPacheco	1
AaronGuiel	2	AlfredSant	1
AllySheedy	1	AlexHolmes	3
AlexSink	3	AlexHolmes	1
AdrianFernandez	1	AnibalIbarra	2
AlfonsoPortillo	2	AldoParedes	2
AlecosMarkides	2	AbbasKiarostami	1
AdelAl-Jubeir	3	AdamSandler	1
AlfredoMoreno	3	AlfredSant	1
AkmalTaher	2	AlvaroSilvaCalderon	4
AkikoMorigami	1	AlexanderLukashenko	1
AbelPacheco	2	AdamScott	1
AnjumHussain	2	AaronTippin	4
AlainDucasse	1	AmySmart	2
AlisonLohman	3	AlessandroNesta	3
AliMohammedMaher	1	AlfredSant	1
AllisonJanney	3	AliciaSilverstone	1
AllysonFelix	1	AlexaVega	3
AdrienBrody	1	AlexCejka	3
AbbasKiarostami	3	AngeloReyes	2
AlejandroToledo	3	AaronEckhart	4
AngelaMerkel	1	AlbertBrooks	2
AndrewLuster	1	AndrewFirestone	1
AbdoulayeWade	3	AgnesBruckner	4
AdamAnt	3	AmyYasbeck	3
AkbarHashemiRafsanjani	3	AhmedChalabi	2
AliciaKeys	1	AdelAl-Jubeir	1
AlDavis	2	AgnesBruckner	3
AishwaryaRai	1	AhmedQureia	3
AmyBrenneman	3	AngelaMerkel	1
AndreaBocelli	3	AbdoulayeWade	2
AliciaSilverstone	2	AdisaiBodharamik	1
AndrewWetzler	1	AishwaryaRai	3
AnitaDeFrantz	3	AbdoulayeWade	2
AngelaBassett	3	AbdulazizKamilov	1
AmandaPlumer	2	AdrianAnnus	1
AmandaBeard	5	AllisonJanney	3
AlexPenelas	3	AndresDAlessandro	2
AlessandraCerna	2	AllisonJanney	3
AlbertoGonzales	2	AmandaBeard	5
AdrianaPerezNavarro	1	AhmedAhmed	2
AhmedQureia	3	AlexSink	3
AlanDershowitz	1	AlvaroNoboa	2
AliciaWitt	2	AlexisBledel	1
AndreAgassi	2	AndresDAlessandro	2
AndrewFirestone	2	AlastairCampbell	1
AlexKing	1	AmandaPlumer	2
AndyLau	2	AlfredodiStefano	2
AaronTippin	1	AdamAnt	3
AbdulMajeedShobokshi	2	AbdelAzizAl-Hakim	2
AlbertBrooks	2	AdriannaZuzic	2
AlPacino	2	AaronSorkin	1
AngelLockward	3	AlexKing	2
AlexZanardi	2	AngelinaJolie	1
AliAbbas	2	AlPacino	2
AlexandraPelosi	2	AllySheedy	1
AlvaroSilvaCalderon	3	AndreBucher	3
AngelaMascia-Frye	1	AlastairCampbell	1
AlexCabrera	2	AlexandreHerchcovitch	3
Abdullah	2	AngelaLansbury	2
AdrianNastase	1	AndyGriffith	1
AlexisDennisoff	3	AngieMartinez	3
AndyWarhol	1	AmandaBeard	3
AlastairCampbell	3	AmeliaVega	2
AndrewFastow	1	AlbertoFujimori	1
AlysonHannigan	1	AndreAgassi	1
AdoorGopalakarishnan	3	AngelinaJolie	2
AgbaniDarego	3	AlysonHannigan	1
AkbarAlBaker	2	AndrewFirestone	1
AmramMitzna	1	AbdulMajeedShobokshi	3
AaronEckhart	2	AbbasKiarostami	1
AdamSandler	2	AhmedChalabi	2
AngieArzola	2	AlvaroNoboa	2
AidanQuinn	3	AmyRedford	2
AndresDAlessandro	1	AidanQuinn	1
AhmadMasood	2	AllisonJanney	3
AlecBaldwin	2	AndresDAlessandro	2
AlvaroUribe	4	AlannaUbach	2
AhmetNecdetSezer	3	AdrianaLima	3
AlyWagner	3	AlexanderLukashenko	1
AkhmedZakayev	1	AliciaSilverstone	3
AaronSorkin	2	AbidHamidMahmudAl-Tikriti	2
AlfredodiStefano	2	AdrienBrody	3
AndyBenes	1	AlastairCampbell	3
AldoParedes	1	AgnesBruckner	2
AlbertoFujimori	2	AndreaYates	1
AbbaEban	2	AnibalIbarra	3
AlanBall	3	AlimzhanTokhtakhounov	2
AbdullahGul	2	AndrewFirestone	1
AdriannaZuzic	2	AmandaBynes	2
AlimzhanTokhtakhounov	2	AkikoMorigami	2
AlejandroGonzalezInarritu	3	AhmadMasood	2
AlGore	1	AlDavis	3
AlSharpton	1	AndreaBocelli	3
AbrahamFoxman	3	AdrienBrody	2
AmandaMarsh	2	AhmetNecdetSezer	1
AngelaLansbury	3	AlecosMarkides	3
AmberTamblyn	2	AdisaiBodharamik	2
AlanisMorissette	2	AlimzhanTokhtakhounov	2
AlexFerguson	3	AishwaryaRai	1
AlexisBledel	4	AndyGarcia	2
AdrianaLima	2	AdrianNastase	3
AlmaPowell	3	AlanisMorissette	3
AbdulRahman	2	AdamAnt	3
AlexandreHerchcovitch	3	AbbasKiarostami	3
AbidHamidMahmudAl-Tikriti	1	AbdulRahman	3
AndersEbbeson	2	AdelAl-Jubeir	1
AlexandreDaigle	1	AlanDershowitz	3
