100	200
73	12	5
150	14	5
53	4	14
92	8	12
36	12	6
60	9	4
23	4	6
8	1	12
126	12	6
89	4	10
98	9	9
120	12	9
139	12	6
154	11	12
110	1	6
21	2	13
52	14	6
145	12	13
30	12	7
149	3	4
80	14	3
138	9	10
3	13	8
7	4	5
72	12	9
131	8	2
178	3	12
81	2	7
95	10	3
27	12	8
119	3	11
4	11	1
175	7	4
15	4	2
193	11	6
184	9	2
49	4	7
147	10	1
181	5	7
122	9	6
121	8	12
67	14	5
26	11	12
124	11	13
48	12	12
155	1	9
160	1	5
94	13	2
200	12	14
97	3	11
71	14	13
16	7	4
109	2	1
1	14	5
10	11	8
86	10	13
140	5	14
164	2	5
85	6	7
152	13	1
55	8	7
47	6	5
144	13	13
199	8	10
20	10	7
31	3	10
106	8	2
82	2	2
50	1	8
167	13	6
179	10	13
39	10	2
40	4	9
142	12	13
128	10	3
65	7	14
32	13	4
17	4	1
103	7	5
13	1	2
57	1	6
129	5	4
61	3	11
159	14	7
177	10	9
105	4	3
83	2	12
130	3	1
96	2	8
91	2	1
70	3	6
41	2	89	5
195	3	40	7
191	11	30	6
174	5	94	4
198	12	158	7
108	8	95	10
6	2	123	13
196	9	135	3
123	8	66	10
24	9	20	8
183	4	120	10
156	12	75	4
93	13	150	12
153	3	30	13
68	13	159	6
79	7	12	7
38	8	39	11
33	5	64	14
134	13	42	11
141	13	112	13
163	4	10	9
87	2	15	8
101	11	1	10
51	3	158	9
116	11	130	2
166	13	83	1
132	13	167	6
100	9	50	10
88	7	87	1
194	2	75	3
84	10	125	11
90	2	102	9
11	3	9	11
114	4	65	2
171	11	161	12
112	9	88	9
187	1	193	10
158	1	121	7
186	11	123	13
12	11	20	8
192	1	86	9
35	1	111	11
64	3	72	10
62	11	123	13
180	12	4	3
182	12	112	2
14	7	84	3
151	5	120	5
165	13	122	8
170	8	102	8
148	7	65	7
143	14	77	14
137	9	57	1
99	6	138	2
133	5	125	3
78	6	161	14
189	3	44	14
173	5	104	6
74	1	72	10
188	11	127	8
197	5	1	14
56	11	144	6
19	8	53	5
2	1	132	3
127	10	99	13
37	10	139	11
162	10	88	9
172	5	89	13
58	12	82	8
146	8	196	3
118	11	19	11
75	4	39	3
42	9	6	1
135	6	185	9
76	4	192	5
185	12	83	2
102	13	64	9
9	10	183	9
45	14	190	12
25	14	92	1
54	7	53	8
136	14	104	13
29	10	128	12
125	1	143	4
176	5	37	4
77	5	37	8
168	10	118	2
18	11	87	2
115	7	141	13
66	14	86	9
59	12	127	3
63	10	98	5
46	13	26	14
117	1	128	1
190	8	171	10
5	4	126	14
44	13	168	5
113	13	98	11
157	12	100	11
161	7	108	6
34	5	92	10
69	14	199	3
111	14	99	10
28	13	22	6
43	11	197	5
169	1	163	14
104	3	89	12
107	14	76	12
22	8	89	10
73	14	44	4
150	2	145	13
53	9	56	7
92	4	19	11
36	10	129	11
60	12	3	3
23	4	61	2
8	3	57	6
126	1	114	7
89	1	88	5
98	2	82	11
120	10	101	12
139	6	92	11
154	13	114	5
110	9	16	4
21	7	166	2
52	8	72	10
145	2	91	11
30	8	174	6
149	1	88	10
80	12	110	9
138	4	176	2
3	4	126	4
7	4	75	6
72	6	124	9
131	3	187	3
178	3	177	10
81	1	111	3
95	13	140	13
27	14	196	2
119	7	113	8
4	8	180	12
175	4	52	8
15	8	170	12
193	2	13	14
184	10	90	7
49	8	170	1
147	3	63	10
181	2	101	1
122	11	169	8
121	11	129	13
67	11	175	14
26	7	118	4
124	3	152	2
48	14	154	6
155	5	65	12
160	11	152	2
94	9	180	2
200	14	88	12
97	13	52	3
71	10	121	13
16	8	155	11
109	6	169	5
1	5	130	11
10	9	189	11
86	13	82	14
140	5	196	10
164	11	178	11
85	8	45	3
152	5	5	1
55	4	133	2
47	10	76	2
144	14	176	6
199	7	47	14
20	9	7	4
31	1	137	2
106	3	184	5
82	14	169	7
50	11	91	12
167	7	172	6
179	4	25	8
39	4	199	8
40	7	117	3
142	12	73	3
128	8	135	12
65	12	176	12
32	10	128	9
17	8	152	14
103	2	26	14
13	10	129	1
57	14	48	3
129	11	200	14
61	5	6	1
159	5	16	2
177	7	43	6
105	8	124	11
83	14	2	6
130	7	116	8
96	4	27	3
91	13	59	11
70	13	22	14
41	9	11
195	7	2
191	10	10
174	11	4
198	11	2
108	5	7
6	12	2
196	8	6
123	9	7
24	13	9
183	12	1
156	14	1
93	5	9
153	6	6
68	12	13
79	2	9
38	1	12
33	4	12
134	10	6
141	1	6
163	2	2
87	10	8
101	10	9
51	2	3
116	12	1
166	4	2
132	11	14
100	10	8
88	7	13
194	13	1
84	14	7
90	7	9
11	1	9
114	9	7
171	4	2
112	10	5
187	2	13
158	10	4
186	2	7
12	12	4
192	14	13
35	3	7
64	10	11
62	1	10
180	13	9
182	6	5
14	14	13
151	3	1
165	10	3
170	4	5
148	6	11
143	6	9
137	8	6
99	9	10
133	5	1
78	2	14
189	10	1
173	9	11
74	14	2
188	14	12
197	4	7
56	3	4
19	1	11
2	10	7
127	11	4
37	1	9
162	10	11
172	14	13
58	14	12
146	3	6
118	6	6
75	7	11
42	9	14
135	14	9
76	10	6
185	10	2
102	2	4
9	13	9
45	5	7
25	14	4
54	6	1
136	5	4
29	1	6
125	5	6
176	10	5
77	6	11
168	1	13
18	8	2
115	11	4
66	7	9
59	1	5
63	3	5
46	5	9
117	2	8
190	5	2
5	7	7
44	10	2
113	12	8
157	7	5
161	6	9
34	4	13
69	14	1
111	10	12
28	14	5
43	1	1
169	9	12
104	1	2
107	1	1
22	1	14
73	4	2
150	1	3
53	5	13
92	9	10
36	2	10
60	10	2
23	10	4
8	12	9
126	2	10
89	9	9
98	9	14
120	12	9
139	6	1
154	8	14
110	12	1
21	13	13
52	8	10
145	1	1
30	3	11
149	6	7
80	1	5
138	14	3
3	8	5
7	14	12
72	2	5
131	9	13
178	1	5
81	1	2
95	6	4
27	11	12
119	10	2
4	11	5
175	9	8
15	7	6
193	6	2
184	7	12
49	14	4
147	13	9
181	10	5
122	14	6
121	12	9
67	11	5
26	13	1
124	12	5
48	2	14
155	5	6
160	10	8
94	13	6
200	8	8
97	11	10
71	10	5
16	13	1
109	6	2
1	14	5
10	7	10
86	8	5
140	12	12
164	2	4
85	9	7
152	4	8
55	1	10
47	10	11
144	8	12
199	9	3
20	9	5
31	12	4
106	12	14
82	2	9
50	4	10
167	12	12
179	7	2
39	9	10
40	12	5
142	5	5
128	11	10
65	3	8
32	12	2
17	11	1
103	12	3
13	10	13
57	3	1
129	9	7
61	3	7
159	11	11
177	13	12
105	9	12
83	11	13
130	8	9
96	6	2
91	11	3
70	7	14
41	1	150	12
195	3	188	1
191	8	87	7
174	10	112	11
198	4	113	1
108	14	110	2
6	6	130	6
196	6	49	12
123	1	84	5
24	12	180	5
183	1	27	6
156	3	140	6
93	7	75	2
153	5	51	10
68	1	133	2
79	9	104	2
38	3	37	1
33	7	94	11
134	11	35	1
141	5	172	8
163	4	127	12
87	13	144	6
101	10	62	9
51	6	110	12
116	3	63	14
166	1	22	2
132	12	60	10
100	11	131	3
88	7	193	10
194	5	188	13
84	1	121	12
90	5	167	2
11	11	110	2
114	12	65	5
171	7	153	11
112	14	113	6
187	10	78	9
158	14	164	4
186	8	69	9
12	11	50	11
192	11	147	14
35	6	197	2
64	5	54	4
62	5	83	13
180	1	164	5
182	6	192	10
14	11	85	12
151	11	15	6
165	13	9	9
170	2	167	10
148	9	80	1
143	6	66	7
137	4	74	12
99	12	170	6
133	1	137	2
78	11	46	10
189	5	57	6
173	7	44	11
74	11	113	5
188	9	40	3
197	7	189	13
56	4	19	9
19	6	97	10
2	6	173	6
127	11	145	12
37	8	130	12
162	6	47	10
172	2	138	6
58	12	23	3
146	2	76	2
118	11	17	6
75	1	26	6
42	7	140	10
135	14	96	9
76	14	112	11
185	2	85	5
102	12	8	2
9	3	70	3
45	9	176	14
25	10	8	13
54	6	28	3
136	14	113	7
29	1	188	14
125	14	78	7
176	13	60	14
77	12	166	2
168	10	169	5
18	3	70	2
115	2	31	6
66	3	80	9
59	11	165	3
63	7	54	6
46	12	55	9
117	11	46	13
190	2	158	5
5	1	127	14
44	7	90	8
113	9	181	3
157	2	200	2
161	8	162	7
34	9	68	6
69	5	111	5
111	5	24	6
28	9	178	13
43	12	14	2
169	7	199	9
104	10	46	8
107	5	166	12
22	14	87	4
73	6	7	3
150	1	23	7
53	10	123	6
92	12	175	13
36	9	85	13
60	4	113	11
23	7	122	2
8	5	124	9
126	9	101	8
89	3	125	6
98	6	189	10
120	9	14	1
139	4	98	9
154	2	161	3
110	14	74	1
21	10	1	14
52	14	161	11
145	12	21	2
30	6	82	4
149	1	28	8
80	2	189	1
138	10	77	6
3	5	157	13
7	14	105	7
72	12	81	9
131	9	135	6
178	11	164	14
81	7	136	5
95	14	56	13
27	3	88	2
119	12	134	8
4	1	36	11
175	14	100	13
15	10	50	2
193	3	79	8
184	7	59	13
49	1	83	12
147	6	199	13
181	5	64	4
122	13	87	8
121	3	104	1
67	7	111	11
26	5	51	11
124	12	80	7
48	3	21	2
155	2	135	3
160	10	77	14
94	10	128	13
200	3	83	6
97	14	22	6
71	10	123	2
16	13	105	9
109	9	146	5
1	3	154	4
10	3	21	8
86	14	198	9
140	5	3	8
164	13	22	5
85	5	99	4
152	10	164	9
55	3	102	10
47	11	152	13
144	7	104	2
199	11	184	13
20	6	135	4
31	9	175	13
106	4	88	5
82	3	196	11
50	7	81	11
167	1	126	4
179	1	188	11
39	10	43	4
40	11	167	8
142	9	137	12
128	10	197	3
65	14	141	5
32	4	144	12
17	5	59	13
103	12	29	8
13	2	37	5
57	1	158	11
129	14	173	10
61	1	75	5
159	2	50	4
177	13	161	2
105	8	182	14
83	13	189	1
130	7	98	8
96	9	123	5
91	13	14	6
70	2	131	5
41	12	7
195	5	11
191	7	2
174	8	10
198	1	8
108	2	6
6	1	14
196	2	9
123	1	12
24	10	8
183	13	12
156	2	1
93	11	1
153	14	8
68	3	12
79	3	13
38	9	8
33	14	2
134	3	2
141	10	6
163	2	7
87	4	12
101	6	10
51	4	3
116	3	2
166	4	4
132	8	9
100	1	8
88	4	8
194	1	4
84	1	11
90	9	5
11	2	10
114	1	13
171	2	2
112	3	3
187	11	13
158	3	13
186	12	6
12	6	3
192	12	14
35	5	2
64	12	7
62	6	4
180	10	5
182	10	7
14	12	3
151	1	2
165	3	3
170	4	2
148	13	11
143	7	9
137	7	6
99	9	11
133	2	8
78	5	12
189	8	4
173	10	5
74	1	12
188	11	9
197	2	9
56	12	8
19	2	10
2	3	10
127	10	2
37	5	7
162	4	5
172	6	12
58	10	11
146	3	7
118	4	14
75	9	9
42	13	7
135	4	9
76	8	4
185	8	9
102	3	5
9	2	14
45	3	6
25	8	8
54	6	2
136	7	1
29	5	8
125	14	14
176	6	6
77	14	4
168	10	14
18	14	8
115	7	7
66	8	3
59	13	2
63	11	5
46	1	5
117	11	5
190	14	13
5	8	7
44	9	12
113	1	5
157	10	3
161	1	3
34	7	14
69	2	4
111	10	14
28	4	9
43	3	11
169	1	3
104	3	1
107	2	4
22	4	4
73	13	9
150	6	2
53	10	1
92	14	4
36	12	13
60	13	12
23	9	10
8	14	7
126	3	13
89	11	14
98	6	7
120	4	5
139	13	1
154	9	5
110	3	11
21	14	13
52	10	2
145	9	7
30	12	13
149	6	7
80	5	7
138	4	4
3	13	10
7	4	2
72	4	12
131	1	14
178	6	10
81	9	5
95	1	8
27	14	5
119	14	13
4	12	5
175	6	12
15	1	6
193	9	3
184	8	4
49	5	5
147	9	10
181	12	1
122	3	1
121	6	14
67	6	1
26	11	9
124	10	14
48	14	12
155	6	5
160	2	11
94	14	9
200	3	12
97	11	6
71	14	6
16	11	11
109	4	10
1	12	5
10	9	14
86	1	2
140	10	14
164	4	1
85	2	11
152	6	13
55	2	11
47	14	4
144	6	10
199	2	9
20	1	1
31	11	6
106	6	5
82	1	3
50	8	7
167	11	10
179	11	11
39	5	13
40	12	11
142	10	4
128	4	3
65	13	7
32	11	12
17	2	1
103	9	12
13	9	3
57	5	8
129	1	14
61	2	6
159	1	7
177	8	2
105	10	5
83	3	2
130	7	14
96	12	3
91	12	6
70	11	1
41	9	79	14
195	8	166	2
191	8	151	5
174	6	71	9
198	3	55	9
108	8	119	4
6	11	135	5
196	7	15	7
123	3	145	14
24	3	133	2
183	3	92	1
156	12	185	14
93	6	29	4
153	4	128	12
68	1	28	7
79	9	63	10
38	10	177	5
33	9	109	3
134	2	90	13
141	13	1	12
163	9	48	12
87	4	38	2
101	9	42	8
51	5	112	1
116	6	144	3
166	2	36	4
132	8	45	14
100	1	37	4
88	10	54	3
194	7	146	2
84	6	150	13
90	7	79	11
11	5	36	3
114	5	112	3
171	10	88	2
112	3	155	13
187	5	72	8
158	13	129	11
186	5	7	7
12	8	20	7
192	12	154	10
35	3	147	1
64	13	145	14
62	10	67	10
180	12	30	6
182	9	162	3
14	9	29	8
151	5	181	11
165	2	100	8
170	7	108	6
148	13	171	5
143	3	127	6
137	11	68	13
99	5	106	2
133	11	135	7
78	6	153	14
189	7	94	5
173	5	163	10
74	7	64	13
188	11	139	9
197	2	176	12
56	8	47	12
19	1	167	8
2	13	37	14
127	6	183	9
37	13	184	1
162	1	129	6
172	12	170	3
58	12	91	8
146	2	60	1
118	6	41	11
75	14	42	3
42	1	182	13
135	2	172	7
76	11	115	7
185	8	158	4
102	2	40	7
9	5	62	7
45	12	48	2
25	14	64	4
54	13	7	12
136	12	112	1
29	11	8	11
125	12	6	9
176	7	14	3
77	2	128	9
168	13	58	5
18	7	48	12
115	8	62	2
66	6	63	2
59	5	62	2
63	2	191	10
46	10	153	5
117	5	59	12
190	5	55	9
5	12	66	12
44	7	159	8
113	13	16	10
157	6	144	2
161	11	74	7
34	3	168	2
69	1	78	6
111	1	75	8
28	9	36	2
43	3	174	11
169	12	141	10
104	14	200	14
107	12	161	13
22	6	29	10
73	10	159	9
150	7	96	4
53	10	127	12
92	2	143	13
36	7	80	10
60	14	24	1
23	7	98	7
8	6	200	8
126	14	195	4
89	14	39	8
98	8	165	8
120	6	10	2
139	12	143	10
154	1	92	8
110	11	116	2
21	7	134	12
52	7	14	2
145	8	38	7
30	8	82	10
149	5	192	11
80	3	81	14
138	1	34	12
3	8	115	8
7	7	75	10
72	1	80	11
131	14	159	14
178	4	176	3
81	9	31	9
95	8	92	14
27	14	11	2
119	4	24	13
4	10	185	11
175	8	40	9
15	13	24	2
193	3	47	7
184	10	118	2
49	10	158	9
147	12	119	10
181	5	126	13
122	3	30	11
121	14	145	7
67	11	83	10
26	5	81	2
124	5	120	1
48	3	148	13
155	3	57	2
160	12	118	13
94	7	147	13
200	4	185	12
97	1	180	1
71	3	48	13
16	5	104	10
109	9	173	9
1	2	153	6
10	11	79	1
86	7	53	4
140	6	177	9
164	5	124	4
85	9	44	4
152	3	92	9
55	3	160	12
47	2	55	9
144	6	42	10
199	8	89	10
20	10	23	8
31	8	113	3
106	11	91	1
82	13	76	4
50	1	116	12
167	5	47	4
179	12	67	6
39	5	1	6
40	10	79	8
142	1	68	11
128	9	179	5
65	3	196	11
32	10	74	8
17	1	140	5
103	12	23	1
13	4	138	12
57	1	68	8
129	10	98	11
61	10	182	3
159	4	90	6
177	1	163	2
105	4	37	12
83	9	115	14
130	7	92	14
96	2	19	13
91	7	191	3
70	10	54	5
41	2	4
195	14	12
191	4	7
174	12	1
198	4	5
108	11	13
6	11	3
196	6	14
123	4	10
24	10	11
183	7	1
156	8	11
93	11	5
153	14	4
68	11	2
79	3	9
38	12	12
33	6	10
134	1	8
141	2	2
163	11	5
87	6	9
101	14	6
51	8	12
116	8	7
166	13	13
132	10	14
100	13	8
88	2	11
194	6	7
84	13	8
90	14	3
11	3	11
114	11	1
171	10	12
112	5	10
187	14	9
158	13	5
186	13	3
12	13	8
192	12	1
35	13	6
64	9	12
62	4	10
180	3	12
182	11	4
14	12	10
151	14	10
165	4	3
170	12	14
148	10	11
143	4	11
137	6	2
99	1	8
133	11	1
78	14	2
189	2	7
173	10	11
74	1	9
188	6	14
197	2	4
56	5	3
19	10	11
2	1	1
127	9	8
37	1	5
162	9	2
172	7	14
58	5	7
146	13	13
118	10	9
75	4	4
42	9	13
135	4	1
76	1	7
185	1	4
102	3	2
9	11	5
45	1	8
25	7	10
54	4	4
136	6	9
29	7	5
125	4	12
176	1	5
77	10	14
168	1	6
18	6	7
115	1	1
66	2	10
59	8	3
63	4	11
46	5	7
117	3	3
190	4	10
5	10	8
44	9	14
113	10	8
157	1	13
161	2	9
34	1	4
69	3	14
111	14	7
28	9	7
43	12	10
169	8	10
104	2	13
107	9	10
22	1	8
73	1	9
150	5	12
53	3	12
92	13	1
36	4	14
60	6	3
23	13	8
8	7	2
126	13	12
89	3	9
98	2	14
120	4	7
139	7	4
154	7	1
110	4	14
21	2	13
52	14	4
145	8	2
30	2	6
149	2	7
80	9	3
138	1	9
3	6	4
7	7	10
72	8	8
131	6	11
178	10	4
81	7	1
95	13	14
27	13	14
119	12	2
4	1	13
175	11	13
15	14	4
193	2	9
184	6	9
49	6	11
147	7	6
181	9	5
122	1	5
121	12	3
67	9	4
26	14	13
124	11	14
48	9	6
155	10	11
160	4	4
94	6	7
200	12	6
97	8	4
71	5	13
16	4	10
109	3	9
1	1	2
10	12	12
86	1	10
140	10	3
164	13	6
85	8	5
152	3	8
55	9	10
47	9	10
144	12	14
199	10	12
20	13	1
31	11	1
106	8	6
82	3	1
50	14	11
167	11	11
179	11	2
39	13	14
40	1	11
142	10	12
128	10	2
65	9	9
32	3	5
17	9	9
103	8	11
13	1	3
57	3	11
129	2	9
61	3	9
159	1	8
177	1	12
105	13	4
83	7	14
130	11	3
96	2	2
91	4	11
70	9	8
41	3	21	2
195	13	69	6
191	11	21	5
174	10	134	5
198	2	6	1
108	1	111	10
6	10	28	7
196	10	78	5
123	6	65	12
24	10	189	14
183	12	118	14
156	3	154	4
93	9	114	4
153	1	164	9
68	11	57	2
79	3	134	3
38	5	172	13
33	9	188	7
134	2	83	7
141	8	59	3
163	13	23	1
87	13	134	8
101	5	50	14
51	7	58	6
116	2	39	2
166	5	158	9
132	3	117	10
100	12	137	12
88	6	75	10
194	3	8	12
84	13	73	3
90	14	101	3
11	4	16	10
114	3	196	6
171	6	102	8
112	9	106	4
187	3	12	4
158	12	20	1
186	6	62	8
12	4	48	2
192	14	102	6
35	6	15	10
64	2	157	10
62	3	79	7
180	3	11	2
182	4	100	11
14	13	160	8
151	11	177	6
165	9	104	8
170	5	118	12
148	13	44	13
143	12	161	6
137	5	89	1
99	12	41	11
133	9	9	7
78	1	10	2
189	9	177	6
173	2	157	4
74	6	157	3
188	8	159	6
197	7	137	11
56	9	66	7
19	1	146	8
2	13	43	10
127	14	34	9
37	14	193	5
162	2	7	13
172	10	18	13
58	7	146	7
146	11	188	4
118	5	21	14
75	2	185	2
42	7	168	5
135	5	163	12
76	1	111	10
185	10	143	11
102	12	16	13
9	12	78	10
45	9	185	14
25	14	63	10
54	14	4	3
136	4	56	7
29	6	87	14
125	12	41	12
176	10	136	1
77	14	57	2
168	5	30	12
18	11	180	12
115	12	36	12
66	1	192	7
59	12	156	13
63	9	68	14
46	8	87	5
117	12	50	4
190	14	26	2
5	3	101	14
44	9	166	3
113	1	170	12
157	3	183	8
161	3	193	4
34	1	184	6
69	5	34	6
111	11	102	6
28	3	3	11
43	9	100	14
169	8	68	7
104	7	142	6
107	13	11	8
22	12	146	6
73	11	108	3
150	1	24	12
53	2	56	4
92	14	137	8
36	4	183	2
60	13	75	13
23	7	61	14
8	11	120	13
126	12	167	10
89	12	154	10
98	10	93	4
120	5	146	4
139	9	114	13
154	8	112	3
110	8	62	5
21	4	125	2
52	6	125	11
145	2	102	6
30	14	155	11
149	5	92	9
80	11	157	9
138	1	24	14
3	4	23	6
7	12	83	8
72	11	6	3
131	9	78	4
178	14	103	10
81	1	169	2
95	4	47	14
27	9	200	7
119	6	42	9
4	13	54	3
175	11	133	6
15	8	87	9
193	7	167	7
184	2	185	3
49	2	46	10
147	10	177	9
181	12	99	7
122	6	183	8
121	11	172	4
67	5	176	5
26	9	25	2
124	9	147	4
48	8	161	11
155	8	125	7
160	5	188	6
94	6	177	6
200	13	87	5
97	9	174	13
71	9	198	5
16	10	184	10
109	12	167	9
1	5	171	14
10	13	97	7
86	14	7	9
140	5	9	14
164	8	54	3
85	14	26	12
152	4	90	8
55	9	83	4
47	5	98	3
144	10	77	13
199	4	98	3
20	4	191	12
31	8	12	5
106	14	199	4
82	12	25	13
50	10	116	1
167	11	100	3
179	1	141	9
39	12	85	8
40	7	196	8
142	4	18	10
128	7	162	3
65	2	121	3
32	5	19	8
17	12	174	14
103	11	173	14
13	12	197	13
57	10	144	13
129	4	175	1
61	11	168	13
159	2	129	14
177	4	83	11
105	5	151	8
83	1	55	5
130	11	180	8
96	7	142	7
91	4	105	13
70	11	131	12
41	9	10
195	1	11
191	9	2
174	13	14
198	1	7
108	12	8
6	12	9
196	8	7
123	7	13
24	7	4
183	8	11
156	7	2
93	1	2
153	6	2
68	12	14
79	11	1
38	5	4
33	11	6
134	14	11
141	2	14
163	9	12
87	11	14
101	12	1
51	2	13
116	7	12
166	6	10
132	4	6
100	11	9
88	6	12
194	14	3
84	2	13
90	2	2
11	9	7
114	10	6
171	8	4
112	3	4
187	10	4
158	7	3
186	5	3
12	2	6
192	3	4
35	13	5
64	14	1
62	4	5
180	2	8
182	7	8
14	7	2
151	4	6
165	9	11
170	6	7
148	11	3
143	9	7
137	13	12
99	13	6
133	4	8
78	1	12
189	1	1
173	2	3
74	4	6
188	8	4
197	9	7
56	7	12
19	8	1
2	13	7
127	11	14
37	1	2
162	11	5
172	12	3
58	6	4
146	13	1
118	8	13
75	3	14
42	12	6
135	10	12
76	4	2
185	1	14
102	14	11
9	7	14
45	10	7
25	10	8
54	12	5
136	3	13
29	13	9
125	5	12
176	3	2
77	5	1
168	13	4
18	13	14
115	13	4
66	10	6
59	13	11
63	13	5
46	4	5
117	10	1
190	7	10
5	13	12
44	14	2
113	12	13
157	8	3
161	10	7
34	11	2
69	12	10
111	1	13
28	8	6
43	11	1
169	7	10
104	14	11
107	12	12
22	1	5
73	13	5
150	6	8
53	11	1
92	9	10
36	4	2
60	2	11
23	7	1
8	10	12
126	12	3
89	3	7
98	10	8
120	9	10
139	10	8
154	2	6
110	12	12
21	7	11
52	2	7
145	13	9
30	1	10
149	8	3
80	5	13
138	14	10
3	14	4
7	10	2
72	11	1
131	3	10
178	10	9
81	2	12
95	3	3
27	11	5
119	4	13
4	5	3
175	8	4
15	11	4
193	3	4
184	13	6
49	1	7
147	11	12
181	5	6
122	11	6
121	11	5
67	6	10
26	13	11
124	5	11
48	11	7
155	13	11
160	10	1
94	13	10
200	1	6
97	5	14
71	4	10
16	1	6
109	7	8
1	5	1
10	6	5
86	1	11
140	9	13
164	14	7
85	3	8
152	11	10
55	1	1
47	3	9
144	8	13
199	6	1
20	12	14
31	11	8
106	5	2
82	13	10
50	7	4
167	10	9
179	1	11
39	11	14
40	3	13
142	9	9
128	1	10
65	14	12
32	1	1
17	1	8
103	12	9
13	5	8
57	3	13
129	1	6
61	14	6
159	13	14
177	8	4
105	9	8
83	5	14
130	3	8
96	6	10
91	14	2
70	14	11
41	13	16	2
195	13	109	1
191	11	2	10
174	9	140	8
198	3	85	8
108	4	194	4
6	10	182	7
196	13	147	14
123	6	153	4
24	11	77	10
183	1	2	7
156	10	1	3
93	10	39	6
153	3	41	10
68	8	30	2
79	8	65	11
38	9	116	6
33	9	105	12
134	4	46	1
141	11	102	12
163	2	101	10
87	4	55	8
101	11	188	13
51	9	134	11
116	9	52	10
166	11	6	10
132	12	9	9
100	14	43	6
88	5	26	13
194	6	149	13
84	10	126	11
90	3	166	9
11	10	111	14
114	13	43	2
171	7	189	11
112	6	169	1
187	1	21	5
158	12	100	9
186	2	21	5
12	6	155	14
192	8	60	5
35	6	156	14
64	4	185	12
62	2	153	4
180	1	44	3
182	9	106	8
14	9	118	14
151	3	12	11
165	4	112	3
170	8	89	10
148	9	114	12
143	13	14	2
137	3	163	11
99	9	15	7
133	4	32	1
78	3	123	10
189	1	157	4
173	14	41	1
74	6	13	1
188	6	194	11
197	11	164	11
56	4	156	11
19	11	52	8
2	8	163	2
127	3	141	3
37	6	123	6
162	8	38	2
172	3	44	6
58	12	6	2
146	4	169	11
118	13	48	14
75	14	128	9
42	11	58	13
135	7	83	12
76	6	53	7
185	4	141	2
102	3	178	7
9	9	32	2
45	12	198	7
25	12	61	6
54	5	32	12
136	5	122	3
29	11	200	10
125	6	77	12
176	8	134	12
77	4	52	10
168	2	166	11
18	8	123	2
115	4	193	8
66	11	192	4
59	4	89	1
63	10	128	3
46	11	20	6
117	13	90	12
190	5	119	6
5	3	166	2
44	1	176	9
113	9	186	5
157	9	27	7
161	10	60	5
34	13	1	8
69	13	82	11
111	10	197	10
28	14	178	7
43	3	113	9
169	8	154	14
104	8	23	10
107	11	134	11
22	10	173	2
73	11	14	6
150	9	89	10
53	13	4	12
92	4	117	3
36	13	140	4
60	12	39	1
23	9	86	3
8	6	139	14
126	5	36	10
89	3	150	13
98	10	84	8
120	5	65	13
139	4	52	14
154	5	103	5
110	14	89	3
21	10	62	8
52	13	125	7
145	1	187	2
30	9	25	8
149	9	76	9
80	10	153	1
138	11	184	14
3	1	86	1
7	14	35	11
72	5	113	6
131	13	121	14
178	8	82	1
81	10	44	12
95	9	76	8
27	9	71	14
119	2	83	5
4	8	134	10
175	11	85	12
15	12	67	4
193	10	111	1
184	4	140	9
49	2	153	12
147	2	80	4
181	4	11	5
122	2	12	4
121	10	16	13
67	3	191	10
26	10	82	5
124	11	184	6
48	9	22	9
155	4	197	12
160	5	194	10
94	3	134	14
200	12	130	8
97	2	35	13
71	9	153	12
16	7	3	8
109	11	132	9
1	14	16	1
10	2	137	1
86	5	34	8
140	8	113	13
164	3	33	2
85	8	10	10
152	14	150	13
55	12	123	5
47	3	123	13
144	2	188	7
199	3	37	10
20	3	80	3
31	2	93	2
106	2	148	1
82	13	47	14
50	13	92	14
167	1	165	6
179	9	198	10
39	5	109	11
40	9	109	11
142	14	67	5
128	7	81	2
65	13	151	1
32	13	22	12
17	4	160	4
103	1	171	4
13	10	113	7
57	1	90	12
129	4	4	10
61	6	165	12
159	14	18	4
177	4	28	1
105	7	142	14
83	2	27	3
130	7	179	2
96	4	170	5
91	6	156	12
70	2	167	13
41	8	2
195	11	8
191	4	12
174	3	4
198	5	3
108	10	14
6	10	6
196	11	6
123	7	10
24	3	2
183	11	14
156	3	4
93	6	6
153	9	7
68	4	5
79	14	4
38	12	3
33	5	10
134	2	7
141	10	7
163	14	14
87	4	3
101	12	2
51	2	12
116	3	5
166	6	14
132	1	5
100	8	7
88	1	4
194	14	4
84	8	10
90	13	1
11	12	6
114	12	9
171	8	5
112	9	7
187	13	8
158	13	5
186	6	8
12	14	14
192	7	14
35	11	8
64	3	10
62	12	7
180	1	10
182	1	6
14	2	6
151	5	14
165	12	7
170	12	3
148	11	9
143	6	13
137	3	11
99	1	13
133	9	6
78	6	9
189	5	13
173	7	4
74	12	5
188	1	9
197	1	2
56	1	13
19	13	14
2	13	8
127	14	11
37	6	12
162	1	9
172	7	4
58	7	6
146	2	5
118	5	14
75	5	2
42	1	8
135	11	3
76	4	2
185	10	8
102	5	10
9	10	14
45	8	4
25	9	14
54	6	5
136	13	2
29	3	5
125	5	1
176	6	5
77	13	7
168	13	9
18	8	14
115	12	11
66	10	11
59	8	9
63	9	7
46	5	4
117	4	1
190	8	8
5	7	14
44	6	12
113	13	2
157	3	6
161	1	1
34	14	8
69	7	4
111	12	6
28	14	14
43	2	14
169	1	9
104	14	1
107	11	3
